NOC,Year,Athletes_Count,Sports_Count,Gold,Silver,Bronze,Total_Medals,Is_Host,Total Events,Total Disciplines,Total Sports,sports coverage,Gold winning rate,Silver winning rate,Bronze winning rate,Medal winning rate,Value
USA,2008,763,32,36,39,35,110,False,302.0,42.0,27.0,1.1851851851851851,0.11920529801324503,0.1291390728476821,0.11589403973509933,0.12141280353200883,0.44819144105820197
USA,2012,689,31,46,28,29,103,False,302.0,40.0,26.0,1.1923076923076923,0.152317880794702,0.09271523178807947,0.09602649006622517,0.11368653421633554,0.4490077524529301
USA,2016,719,33,46,37,38,121,False,306.0,42.0,28.0,1.1785714285714286,0.1503267973856209,0.12091503267973856,0.12418300653594772,0.1318082788671024,0.44407430841227513
USA,2020,856,44,39,41,33,113,False,339.0,50.0,33.0,1.3333333333333333,0.11504424778761062,0.12094395280235988,0.09734513274336283,0.1111111111111111,0.4329224285160573
USA,2024,854,47,39,42,41,122,False,329.0,48.0,32.0,1.46875,0.11854103343465046,0.1276595744680851,0.12462006079027356,0.12360688956433637,0.44439985254771297
UZB,2004,79,14,2,1,2,5,False,301.0,40.0,27.0,0.5185185185185185,0.006644518272425249,0.0033222591362126247,0.006644518272425249,0.005537098560354375,0.04726632149041409
UZB,2008,69,14,1,2,3,6,False,302.0,42.0,27.0,0.5185185185185185,0.0033112582781456954,0.006622516556291391,0.009933774834437087,0.006622516556291391,0.04710981049210145
UZB,2012,56,14,1,0,2,3,False,302.0,40.0,26.0,0.5384615384615384,0.0033112582781456954,0.0,0.006622516556291391,0.0033112582781456954,0.051651675001436616
UZB,2016,80,15,4,2,7,13,False,306.0,42.0,28.0,0.5357142857142857,0.013071895424836602,0.006535947712418301,0.02287581699346405,0.014161220043572984,0.0509764897073002
UZB,2020,85,16,3,0,2,5,False,339.0,50.0,33.0,0.48484848484848486,0.008849557522123894,0.0,0.0058997050147492625,0.004916420845624385,0.04594327558928083
UZB,2024,119,17,8,2,3,13,False,329.0,48.0,32.0,0.53125,0.0243161094224924,0.0060790273556231,0.00911854103343465,0.013171225937183385,0.04620305753586711
VEN,2004,53,15,0,0,2,2,False,301.0,40.0,27.0,0.5555555555555556,0.0,0.0,0.006644518272425249,0.0022148394241417496,0.029846905218335433
VEN,2008,126,21,0,0,1,1,False,302.0,42.0,27.0,0.7777777777777778,0.0,0.0,0.0033112582781456954,0.0011037527593818985,0.029847820272111615
VEN,2012,85,15,1,0,0,1,False,302.0,40.0,26.0,0.5769230769230769,0.0033112582781456954,0.0,0.0,0.0011037527593818985,0.030121293914764292
VEN,2016,105,20,0,1,2,3,False,306.0,42.0,28.0,0.7142857142857143,0.0,0.0032679738562091504,0.006535947712418301,0.0032679738562091504,0.029727551510649722
VEN,2020,47,16,1,3,0,4,False,339.0,50.0,33.0,0.48484848484848486,0.0029498525073746312,0.008849557522123894,0.0,0.003933136676499509,0.029096729110329664
VEN,2024,37,10,0,0,0,0,False,329.0,48.0,32.0,0.3125,0.0,0.0,0.0,0.0,0.02759481877257687
VIE,2004,11,8,0,0,0,0,False,301.0,40.0,27.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.009156693472146581
VIE,2008,18,8,0,1,0,1,False,302.0,42.0,27.0,0.2962962962962963,0.0,0.0033112582781456954,0.0,0.0011037527593818985,0.008052682319193963
VIE,2012,24,11,0,0,0,0,False,302.0,40.0,26.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.008052682319193963
VIE,2016,28,10,1,1,0,2,False,306.0,42.0,28.0,0.35714285714285715,0.0032679738562091504,0.0032679738562091504,0.0,0.002178649237472767,0.00794741849802803
VIE,2020,23,11,0,0,0,0,False,339.0,50.0,33.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.007173775989370434
VIE,2024,20,11,0,0,0,0,False,329.0,48.0,32.0,0.34375,0.0,0.0,0.0,0.0,0.007391823891782909
ZAM,2004,6,3,0,0,0,0,False,301.0,40.0,27.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0024454202333518485
ZAM,2008,8,4,0,0,0,0,False,302.0,42.0,27.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.002490308093955413
ZAM,2012,7,4,0,0,0,0,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.002490308093955413
ZAM,2016,7,4,0,0,0,0,False,306.0,42.0,28.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.002457755046975604
ZAM,2020,31,5,0,0,0,0,False,339.0,50.0,33.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.002265706780265968
ZAM,2024,32,5,0,0,1,1,False,329.0,48.0,32.0,0.15625,0.0,0.0,0.00303951367781155,0.0010131712259371835,0.0023345732477512557
ZIM,2004,14,4,1,1,1,3,False,301.0,40.0,27.0,0.14814814814814814,0.0033222591362126247,0.0033222591362126247,0.0033222591362126247,0.0033222591362126247,0.0
ZIM,2008,16,6,1,3,0,4,False,302.0,42.0,27.0,0.2222222222222222,0.0033112582781456954,0.009933774834437087,0.0,0.004415011037527594,0.0
ZIM,2012,9,4,0,0,0,0,False,302.0,40.0,26.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
ZIM,2016,31,7,0,0,0,0,False,306.0,42.0,28.0,0.25,0.0,0.0,0.0,0.0,0.0
ZIM,2020,5,4,0,0,0,0,False,339.0,50.0,33.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0
ZIM,2024,7,3,0,0,0,0,False,329.0,48.0,32.0,0.09375,0.0,0.0,0.0,0.0,0.0
